기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20253,11320670,쌍문2동,CS300002,편의점,565953533,78018,407955344,157998189,80929349,88221771,76693354,79636676,82474194,83790973,74207216,69383630,73818553,65201645,88609244,162023002,106917459,375033731,179671901,4308662,82382814,146935268,106977212,134687837,79413839,55608,22410,10967,11640,10872,10722,11407,11583,10827,9313,11759,9980,11975,21658,13333,52644,25245,1091,12749,20645,14347,16802,12255
20253,11320680,쌍문3동,CS300002,편의점,705410525,91836,500995213,204415312,98840442,107198751,89988013,102666934,102301073,109101006,95314306,86744322,97774995,70414788,86619106,218880607,144976707,425039198,280371327,6286752,110909568,172476251,162714737,158413375,94609842,64454,27382,12775,13882,11945,12703,13149,14500,12882,10009,13139,9838,11723,27704,19423,53592,38244,1342,18512,25321,17388,17885,11388
20253,11320681,쌍문4동,CS300002,편의점,350018792,58231,257910972,92107820,47411333,53327173,50685732,49817092,56669642,49832800,42275020,24774019,59212709,37316894,47666468,111831148,69217554,220305255,129713537,17260945,34958025,79692271,91971350,77065669,49070532,44699,13532,8602,9830,8143,8661,9463,6839,6693,3589,12356,6619,8023,18746,8898,35306,22925,5709,5905,10832,14033,14202,7550
20253,11320690,방학1동,CS300002,편의점,3200795195,451864,2346637612,854157583,459845899,503929851,443685319,454424465,484752078,460602985,393554598,410278350,594733720,367055993,401823145,847451209,579452778,2158825023,1034822931,24258909,324186287,650723073,744315823,787887135,662276726,329525,122339,64462,70763,62135,64987,67178,64521,57818,54334,92400,57147,59910,114929,73144,303117,148016,6433,57764,96878,96828,108078,85154
20253,11320700,방학2동,CS300002,편의점,1682346526,224642,1202950689,479395837,243609012,241923584,228425146,235971281,253021666,243184159,236211678,122964526,308836259,230427159,222431096,519391611,278295875,1132456563,549889963,10358386,107878195,370232810,320079466,444330420,429467249,158453,66189,31885,32924,30098,30876,32670,34268,31921,14886,46133,31411,32790,64362,35060,156785,67857,2504,17187,46205,40568,57369,60809
20253,11320710,방학3동,CS300002,편의점,846029702,123928,559695281,286334421,118026376,112830723,103779514,101368864,123689804,137445473,148888948,95125438,168260458,99774438,110515527,204072490,168281351,583153485,262876217,5810728,91007550,186760996,164528353,213892108,184029967,82119,41809,15582,17506,15748,15707,17576,20151,21658,14246,27401,15012,15502,28981,22786,84007,39921,1486,16349,26870,23458,28322,27443
20253,11350560,월계1동,CS300002,편의점,1824345831,274843,1312570674,511775157,261769495,270003911,249464067,265830198,265503003,276789716,234985441,232797816,242163216,250990713,256410241,506248535,335735310,1154261919,664102266,53955261,418964125,391379892,364434974,388163290,201466643,199392,75451,39599,42935,38328,38922,39608,39527,35924,34542,42048,41979,39815,69135,47324,175371,99198,11825,75992,56680,47136,53050,29885
20253,11350570,월계2동,CS300002,편의점,212244089,46797,173580622,38663467,33444402,38291238,36779698,34562732,30502552,17671958,20991509,24385849,41718343,54687557,29819141,41441525,20191674,144119559,68124530,23167174,50342253,49083544,28290802,34280662,27079654,40293,6504,8019,9681,8208,7883,6502,3226,3278,4882,10148,14726,6278,7466,3297,28906,17891,7393,14715,10374,4655,6165,3495
20253,11350580,월계3동,CS300002,편의점,175219809,29430,124255666,50964143,26000879,24400051,22678249,26447185,24729302,28005229,22958914,30491665,27193816,16962813,22755308,45431071,32385136,129321957,45897852,1489880,28294283,41448600,37561909,40888622,25536515,20595,8835,4112,4106,4083,4158,4136,4783,4052,4354,4972,3187,3917,7524,5476,20550,8880,455,5863,7666,5785,6097,3564
20253,11350595,공릉1동,CS300002,편의점,3182523611,489507,2328509471,854014140,448131657,504526303,440743967,445786393,489321151,463369191,390644949,343795977,561393760,406898335,430637677,839202819,600595043,2104614751,1046550380,27058054,579202854,804266221,617891721,658078190,464668092,360196,129311,69113,76886,68960,70778,74459,68808,60503,50646,91747,64293,68821,124940,89060,316808,168216,6651,109054,122755,86594,93208,66766
20253,11350600,공릉2동,CS300002,편의점,3163383130,647019,2526304610,637078520,518160567,538495177,483834095,494736623,491078148,325118375,311960145,196656057,653944241,665545930,553519096,725954526,367763280,1862910147,1291163244,75070275,758719256,644341587,578257875,673533313,424151084,530823,116196,108483,117933,104260,105537,94610,58965,57231,34579,143973,149774,115895,135360,67438,370048,276271,22079,193244,115082,104076,135674,76165
20253,11350611,하계1동,CS300002,편의점,1699054011,286459,1280299750,418754261,250721458,272575533,252242876,259214178,245545705,209582841,209171420,127465645,355341371,307593858,239751159,411735060,257166918,1081282693,617771318,19283344,268981405,362440597,385321517,421820792,241206356,216540,69919,43607,45857,42632,43653,40791,35538,34381,17281,64147,57972,41519,65067,40473,164708,121751,6316,61218,61230,56826,67154,33715
20253,11350619,중계본동,CS300002,편의점,1803091293,214178,1261514450,541576843,252353444,270509133,227237552,254131657,257282664,276253411,265323432,131682319,228735674,279242786,305472956,520616315,337341243,1104563132,698528161,44722226,204062995,277588659,634277453,465310372,177129588,150697,63481,30378,33067,27618,29890,29744,32282,31199,23499,31415,28824,33473,58663,38304,152411,61767,8608,21746,31095,88646,45939,18144
20253,11350621,중계1동,CS300002,편의점,470659343,98822,330509468,140149875,60906863,69097759,62729623,70179240,67595983,76264912,63884963,38960992,70966556,60579114,73553801,142706645,83892235,276497474,181889127,26367077,55381532,65350069,168037770,112041500,31208655,71306,27516,12902,15384,13986,14768,14266,15030,12486,6498,14434,13029,18284,30678,15899,53624,44234,9125,11762,12541,35326,23505,5600
20253,11350624,중계4동,CS300002,편의점,538705062,85495,379667238,159037824,78270437,79251799,69549299,78018689,74577014,85084141,73953683,52806172,77961388,51384118,63063431,173915385,119574568,366846995,171858067,5676827,71323967,125483244,136794779,124086540,75339705,60682,24813,11983,12453,11501,12573,12172,13501,11312,7635,14895,9126,10199,25966,17674,56551,28944,1691,14445,20233,18935,19085,11106
20253,11350625,중계2?3동,CS300002,편의점,1664513058,197469,1109962003,554551055,195677296,234380297,208434151,245782994,225687265,293508080,261042975,127232967,174819639,260140863,331828755,537897768,232593066,892212908,772300150,15299447,248950843,362953838,394001240,450051439,193256251,136187,61282,25400,28953,25934,27986,27914,32239,29043,14658,28760,31872,36693,57671,27815,115110,82359,2687,29332,45816,46028,50017,23589
20253,11350630,상계1동,CS300002,편의점,1976561650,293839,1433635907,542925743,274150272,293952355,264801575,287624197,313107508,288430198,254495545,181530113,364800282,235276173,287672928,553576517,353705637,1332537831,644023819,24823232,264167099,417860617,412095092,515922913,341692697,211974,81865,41466,44173,39946,42481,43908,42589,39276,25931,60900,36130,42211,79633,49034,193397,100442,5965,49000,66813,55293,68535,48233
20253,11350640,상계2동,CS300002,편의점,2892881230,451560,2066306719,826574511,407075104,423018495,395452664,405113027,435647429,454006421,372568090,402233854,447431620,354951921,365871489,787917727,534474619,1968097609,924783621,28617908,606303346,777526078,603156922,542965079,334311897,323645,127915,62684,67969,62088,63759,67145,68791,59124,53158,74469,65526,58718,122283,77406,292975,158585,7996,108185,124983,85382,79301,45713
20253,11350665,상계3?4동,CS300002,편의점,998662997,150873,710475791,288187206,148689682,146774482,132962693,140460307,141588627,155356309,132830897,105980425,224566060,111170241,122687288,250223319,184035664,696268401,302394596,4643365,127528210,204046782,221172575,281937208,159334857,107496,43377,21527,22935,20012,21589,21433,23167,20210,14709,37293,16930,19758,36519,25664,101119,49754,1332,23982,33376,29825,39426,22932
20253,11350670,상계5동,CS300002,편의점,425966740,56546,309633311,116333429,60039604,65935186,63507075,55978087,64173359,60798477,55534952,54471170,77373090,39474021,46469443,124875051,83303965,282512432,143454308,2966585,51175182,91464320,93409278,97461052,89490323,41069,15477,8139,8665,8158,7963,8144,7837,7640,7292,9875,5858,6424,16107,10990,37052,19494,647,8756,11939,11515,13281,10408
20253,11350695,상계6?7동,CS300002,편의점,3945173843,580637,2816244315,1128929528,530560328,592581476,556296270,555179423,581626818,615746120,513183408,312832229,565822466,608820542,660203825,1134583031,662911750,2148939119,1796234724,50948456,688915057,1025430746,896353543,849482250,434043791,420342,160295,82381,88236,82261,80831,86633,85538,74757,43891,105556,93799,90726,156937,89728,327055,253582,14080,115130,152749,116969,117926,63783
20253,11350700,상계8동,CS300002,편의점,194696502,31664,139863799,54832703,28342156,30130414,28073446,25485250,27832533,29179143,25653560,19328793,38325929,21964760,27515653,49833344,37728023,137976684,56719818,3764676,22548505,55048569,48390873,36414592,28529287,22894,8770,4461,4959,4579,4381,4514,4472,4298,2933,6812,3648,4307,7706,6258,21460,10204,1055,4629,8779,6977,5922,4302
20253,11350710,상계9동,CS300002,편의점,570419729,52880,405526786,164892943,79252916,83837333,78026085,83148370,81262082,89735160,75157783,8478405,40731467,98822326,106962132,234282271,81143128,215866524,354553205,11209899,105451248,153651283,117100306,98305771,84701222,37859,15021,7587,8102,7096,7557,7517,7874,7147,1463,5971,8483,8845,18945,9173,25596,27284,1842,10571,13486,10351,9212,7418
20253,11380510,녹번동,CS300002,편의점,1071756780,156716,790202630,281554150,154475813,181430665,147286187,154392574,152617391,146879565,134674585,82056480,189553834,132756700,168478051,320064953,178846762,730875979,340880801,9232664,145284965,221258372,252768156,300594111,142618512,117523,39193,23354,25832,22692,23276,22369,20159,19034,10773,31300,22264,24819,43700,23860,105563,51153,2158,26496,34394,36233,36726,20709
20253,11380520,불광1동,CS300002,편의점,2933356926,239365,2118931129,814425797,400617817,463674884,405756944,410096350,438785134,415765396,398660401,118277771,228968553,426663581,587635349,1058742995,513068677,1036067582,1897289344,31597859,728832745,760206199,452754852,536958018,423007253,172206,67159,33281,36859,33437,34650,33979,35406,31753,17114,31153,32998,39611,75742,42747,111230,128135,2501,53153,65117,36801,44958,36835
20253,11380530,불광2동,CS300002,편의점,2670026444,356747,1915492712,754533732,374593547,402433066,366406811,369574899,402484389,402076833,352456899,266611754,385278563,346095592,411422282,827086531,433531722,1625591115,1044435329,13327030,373302149,665637986,483521437,566465807,567772035,256148,100599,50761,54168,49677,48985,52557,52310,48289,37895,57911,44048,51737,106923,58233,220723,136024,3038,60177,99317,56426,71781,66008
20253,11380551,갈현1동,CS300002,편의점,1614636016,235570,1120361045,494274971,206622933,232241054,215627881,218745092,247124085,262527968,231747003,274888147,236120085,167880398,192584290,428419995,314743101,1043601967,561298103,17816753,268834609,493811418,292226556,311929229,220281506,164833,70737,31158,34548,31095,31968,36064,37659,33078,36948,36390,26511,29850,62873,42998,150359,84432,3771,46357,71024,40026,42441,31173
20253,11380552,갈현2동,CS300002,편의점,3156037514,461989,2264454861,891582653,452752710,463480757,436846401,430054164,481320829,476000399,415582254,326956781,475292972,421773043,449367864,909409882,573236972,1949079767,1163726425,74996329,449458123,726388998,744488689,652684984,464789068,336002,125987,64958,70630,64906,65137,70371,65973,60014,44306,79116,66904,67719,127511,76433,280897,179679,21771,78950,103476,100188,93712,62479
20253,11380560,구산동,CS300002,편의점,2498708926,347098,1786090644,712618282,342720971,363333368,344817989,363215422,372002894,363291857,349326425,284490349,360612480,305862412,314564341,739953841,493225503,1572309319,913191264,26101440,284573471,536791346,603196911,664124491,370712926,249272,97826,47822,50678,48732,51416,50624,51367,46459,35233,59088,42448,46869,95996,67464,214389,131567,6348,46880,81598,78132,82841,50156
20253,11380570,대조동,CS300002,편의점,1889768851,265666,1323058501,566710350,256189627,278719221,257064711,258815828,272269114,296467422,270242928,175084667,266584072,230150155,276598765,551384057,389967135,1115032622,774736229,24678299,307850767,516688847,386180011,425151129,229219798,188207,77459,36324,40457,35923,37198,38305,40417,37042,21685,42601,33058,40320,76146,51856,156563,109103,5959,50383,73340,51813,52346,31825
20253,11380580,응암1동,CS300002,편의점,3362563865,225160,2261030689,1101533176,400073120,508439220,399511544,462027408,490979397,554298504,547234672,98382324,221391269,486825674,672994616,1313721084,569248898,1262388779,2100175086,83644348,673628725,903491252,747208479,650851356,303739705,157387,67773,29827,34933,28758,31319,32550,34326,33447,12725,23829,29685,39106,80329,39486,101109,124051,5012,42676,56967,52093,45058,23354
20253,11380590,응암2동,CS300002,편의점,2065412403,308198,1479500321,585912082,252179113,301423012,281959141,300945475,342993580,306888158,279023924,312544096,367531987,286648714,266681340,371490012,460516254,1408407981,657004422,12514789,220326172,384516637,592586966,482298270,373169569,226238,81960,46738,50802,40303,42448,45947,45270,36690,41319,58704,43689,40641,60737,63108,214011,94187,2951,45846,56053,79996,73873,49479
20253,11380600,응암3동,CS300002,편의점,5003099456,670317,3577393519,1425705937,701665502,745038663,687340313,683670003,759679038,749644224,676061713,741003863,750526992,528594793,626616533,1398110994,958246281,3456050810,1547048646,37534442,565081418,1252780051,1090335460,1215396896,841971189,474840,195477,88831,99438,93523,94118,98930,100301,95176,90763,110661,71784,84855,181879,130375,460563,209754,8037,96607,178189,128781,151699,107004
20253,11380625,역촌동,CS300002,편의점,3536235741,472733,2498511138,1037724603,491935682,541255809,463363731,494256180,507699736,543007828,494716775,390509242,521471206,463757361,491926424,984788741,683782767,2260670735,1271394842,33054838,462627399,761745735,923678698,807071139,543887768,338582,134151,67282,73583,63536,65131,69050,69155,64996,51096,78607,62794,65274,129779,85183,302302,170114,8262,78464,108852,106125,97376,73337
20253,11380631,신사1동,CS300002,편의점,1792527730,260191,1243373218,549154512,234073399,249900757,228923972,248878914,281596176,280574709,268579803,215601573,249250424,180275349,223858293,517760744,405781347,1222989029,567479971,20320208,285523381,497093883,437015021,340923070,209593437,181236,78955,34409,37881,34117,36458,38371,39384,39571,29700,40775,27792,33702,72815,55407,172668,87338,5354,46148,72724,58278,48049,29452
20253,11380632,신사2동,CS300002,편의점,509091680,78209,374314618,134777062,69911197,81715165,69510267,70186346,82991643,72410447,62366615,50886879,108226987,61997731,63562760,133860736,90556587,320883179,188208501,5135035,57179341,135773793,100540562,123022071,87440878,57724,20485,11071,12800,10610,11194,12049,11065,9420,7106,17534,9888,10407,19811,13463,48110,30099,1432,11521,21061,15243,16927,12025
20253,11380640,증산동,CS300002,편의점,1210531545,184757,876998744,333532801,153869711,180718264,168487461,177951790,195971518,168570841,164961960,49350895,187724648,136901858,174443023,399451140,262659981,801061537,409470008,12079024,136935174,357780458,289417058,228465028,185854803,131481,53276,23725,26914,25866,27677,27299,26961,26315,8989,30572,21867,25416,57958,39955,118724,66033,3649,26900,54118,39334,33334,27422
